job_id,company_id,title,role_category,location,formatted_work_type,work_type,remote_status_clean,formatted_experience_level,min_salary,max_salary,med_salary,avg_salary,pay_period,currency,technical_skill_count,views,applies,sponsored,description
3693047703,3598625.0,Machine Learning Engineer,Data Science / ML,San Francisco Bay Area,Full-time,FULL_TIME,Remote Allowed,Mid-Senior level,180000.0,195000.0,,187500.0,YEARLY,USD,6,532.0,147.0,0,"At Forge (NYSE: FRGE), we know our team is our greatest asset. As technology innovators in the private market, our vision is to deliver a richer future for everyone. We live that vision through our values of being bold, humble and accountable. We experience the value that our vision brings to the world every day, helping the teams behind the greatest innovations of our generation, from space travel to planet-saving, plant-based nutrition and more.
Our mission is to empower more people to exercise ownership in the world’s leading private companies via a world-class technology platform with access to the largest network of buyers and sellers in the world. With liquidity solutions, exclusive data and insights, a custody offering, and a vibrant marketplace, Forge’s goal is to build the best-in-class technology infrastructure to power a global private market that is transparent, accessible and seamless for companies, their employees and investors. Through Forge, employees can sell their private shares, employers can reward shareholders with pre-IPO liquidity and individual and institutional investors can participate in private unicorn growth.
Forge's differentiated global marketplace addresses rising demand among individual and institutional investors for exposure to private company stocks and it is building a growing network effect with defensible competitive advantages. The Forge marketplace has over 440,000 registered users and private shares have traded in more than 500 companies since inception, representing over $12 billion in volume across over 21,000+ transactions.Our ability to offer these powerful financial solutions has generated incredible interest from investors, demand from customers, and a need to grow our team to meet the needs of more companies, teams and innovators in this way. You can learn more about Forge in the following video: “The private market future starts now”.
The Role: We are seeking a talented and passionate Machine Learning Engineer to join our scalable machine learning and AI engineering team. As a Machine Learning Engineer, you will design, build, and deploy scalable and efficient machine learning systems to solve complex problems. 
Responsibilities:Develop data preprocessing pipelines, ensuring data quality and readiness for machine learning by performing cleaning, feature extraction, and transformation. Design and implement tailored machine learning models and algorithms to address specific business objectives. Train, optimize, and validate models using extensive datasets, achieving high performance and robust generalization. Collaborate with software engineers to smoothly integrate machine learning models into production systems, prioritizing scalability and reliability. Conduct experiments and A/B tests to continually enhance model efficacy, utilizing results for iterative algorithm improvement. Monitor and maintain deployed models, proactively addressing issues like drift, bias, and performance deterioration; ensuring long-term efficiency.
Required Qualifications: 3+ years of building machine learning models for business application experience PhD/Master's degree in appropriate discipline Experience programming in Python Experience with neural deep learning methods and machine learning Experience with modeling tools such as scikit-learn, Tensorflow, numpy, pandas, scipy etc. 
Preferred Qualifications:5+ years of applied research experience Experience with large-scale distributed systems such as Hadoop, Spark etc. Experience with AWS Cloud Services, or Similar, and DevOps tooling 
For residents of San Francisco/Bay Area, CA or New York, NY the annual salary range for this role is $180,000 - $195,000 + bonus & equity. Final offers may vary from the amount listed based on geography, candidate experience and expertise, bonus, and other factors
Forge implements a mandatory COVID-19 Vaccination Policy, which applies to all employees. All employees covered by this policy are required to be fully vaccinated as a term and condition of employment at Forge. Employees are considered fully vaccinated two weeks after completing primary vaccination with a COVID-19 vaccine, with, if applicable, at least the minimum recommended interval between doses. Employees must provide truthful and accurate information about their COVID-19 vaccination status, and, if applicable, their testing results as of the first date of their employment. Employees may request an exception from this mandatory vaccination policy if the vaccine is medically contraindicated for them or medical necessity requires a delay in vaccination. Employees also may be legally entitled to a reasonable accommodation if they cannot be vaccinated because of a disability, or if the provisions in this policy for vaccination conflict with a sincerely held religious belief, practice, or observance. All such requests will be handled in accordance with applicable laws and regulations. 
Forge is proud to be an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
3693048213,11229.0,EDI Business Analyst,Business Analyst / BI,"Dallas, TX",Full-time,FULL_TIME,Remote Mentioned,Mid-Senior level,,,105000.0,,YEARLY,USD,3,149.0,66.0,0,"EDI Business Analyst 
 Location: hybrid, North Dallas metroplex (onsite/remote)
 Position Type: Full-time / Direct hire
 Salary: not to exceed $105,000 base salary + bonus

JOB SUMMARY 
 Vaco Technology is currently seeking a EDI Business Analyst for a direct hire opportunity. As an EDI Business Analyst, you will be a key player in ensuring efficient electronic data interchange (EDI) operations within our organization. Your role will encompass analyzing EDI transactions, collaborating with trading partners, and utilizing SAP systems to facilitate seamless communication. Your expertise will drive the optimization of EDI processes, ensuring accuracy, compliance, and successful data exchange.
 Key Responsibilities
 EDI ExpertisePossess a strong understanding of EDI concepts and standards, with a particular focus on the EDI 204 transaction for motor carrier load tendering.Familiarity with VAN (ValueAdded Network) services and their role in enabling secure and reliable EDI communication.Trading Partner ManagementLead the process of adding new EDI trading partners by coordinating agreements, data mapping, and communication protocols.Collaborate with crossfunctional teams to gather requirements, implement integration solutions, and ensure smooth onboarding.Transaction ValidationUtilize your analytical skills to validate the success of outbound EDI transactions, ensuring data accuracy and adherence to industry standards.Identify and troubleshoot issues related to data transmission and take corrective actions as necessary.SAP ProficiencyExhibit familiarity with SAP transactions relevant to EDI, including tcode WE02 (Display IDoc) and t-code WE20 (Partner Profile), which are essential for monitoring and configuring IDocs.IDoc ManagementExplain the role of IDocs in SAP and their significance in EDI, serving as electronic data containers for seamless information exchange between internal systems and trading partners.Issue ResolutionDemonstrate your problemsolving abilities when sales contacts report a missing EDI order.Employ a methodical approach to trace and rectify the missing order, liaising with internal teams, trading partners, and utilizing your EDI expertise to ensure timely resolution.SAP Table UtilizationHighlight the importance of SAP table KNMT in the EDI process flow, elucidating how it contributes to order processing, tracking, and reporting.Qualifications:Bachelor's degree in Business Administration, Information Technology, or related field (or equivalent experience).Indepth knowledge of EDI principles, standards, and best practices.Experience working with API's including, SQL, BizTalk and PIProficiency in SAP transactions related to EDI, including tcodes WE02 and WE20.Strong analytical skills and attention to detail.Excellent communication and collaboration skills to engage with diverse teams and external partners.Problemsolving mindset with the ability to manage and resolve complex EDI-related issues.Previous experience as an EDI analyst or in a similar role is a plus."
3693048446,11692984.0,Business Analysts with Logistics Management,Business Analyst / BI,"Fort Wayne, IN",Contract,CONTRACT,Remote Mentioned,Mid-Senior level,,,,,Not Specified,Not Specified,0,103.0,,0,"Smart IT Frame specializes in enabling you with your most critical line of resources. Whether it’s for permanent staffing, contract staffing, contract-to-hire or executive search, we understand the importance of delivering the most suitable talent; on time and within budget. With our Core focus in emerging technologies, we have provided global technology workforce solutions in North America, Canada &amp; India. We take pride in delivering specialized talent, superior performance, and seamless execution to meet the challenging business needs of customers worldwide.
Greetings from Smart IT Frame!
We are looking for a Business Analysts with Logistics Management in Fort Wayne, IN. If you are interested in this position, share your updated resume with me.
Position: Business Analysts with Logistics ManagementLocation: Fort Wayne, IN (Onsite from day one)Terms: Contract 
Note: Local candidates are preferred, however if candidate is willing to do remote they should be ready to travel and stay for 10 weeks initially and later can do remote and travel as needed.
Job Description:Working closely with our customers, industry experts, product managers, and engineers to understand the business processes at a detailed level.Must have expertise in handling TMS/similar logistics modules.Lead and responsible for TMS modules with deep functional and domain expertise. Working knowledge and hands on experience in configuration of TMS product with subject matter knowledge in the following areas – Order Management, Planning, load building, Execution, shipment tendering, Visibility, Freight payment and audit, Fleet management, optimizer, Transportation modeler.Hands on experience working on Transport Management Systems such as Manhattan / JDA/ SAP TMS / OTM / BluJay etc. is mandatoryExperience or understanding of intermodal transportationDeveloping an effective change management process for a smooth digital transformation from legacy processesDemonstrates solid understanding of Transportation and Logistics Space.Participating in business process redesign, roadmap planning, and identifying touchpoints in multi-cloud implementationsDeveloping strong client relationships by building trust, rapport, and positive working relationships with both internal and external stakeholders and team members.Creating and owning user stories/business requirements documents as an outcome of the requirements gathering sessions and detailing out the user stories in the agile sprints for the scrum team to work upon.As required, participating in the UAT and Go-Live process, including test planning, development of test scripts, testing logistics, test execution, and status reporting. Collaborate with cross-functional teams, including solution architects, developers, business analysts, and project managers, to develop technical and commercial proposals in response to client requirements.Research and analyze client requirements, including proposal and RFP requirements, and develop effective solutions to address them.Develop proposals that clearly articulate the scope, including functional and technical requirements, system architecture, design, development, and testing approach, deployment strategy, and support model. · Documentation - BRS, SRS, FSD, PrototypesAn authored user story, acceptance criteria, and user scenarios to describe product requirements for the engineering teamAware of API-based service offeringHave experience in planning/running workshops for requirement discovery, requirement elicitation and as-is state due diligenceProvide user training on new features and functionality"
3693048470,14562893.0,Python Developer,Developer,"New York, NY",Full-time,FULL_TIME,Not Specified / On-site,Not Specified,,,,,Not Specified,Not Specified,5,147.0,51.0,0,"Title: Senior Software Engineer - PythonLocation: NYC NY | Chicago IL | Columbia SC | Atlanta GA | Houston TX | Nashville TNJob Type:- Full Time PermanentJob Responsibilities:-
Responsibilities & SKillsStrong in API development in Python.Knows distributed component communication using HTTP.Knows Event Driven design.Able to work with DevOps team to deploy Python application docker containers.Knows how to write SQL queries.Understand document based database.Extremely proficient in JSON designing and writing.Has AWS experience ie S3 secrete manager API Gateway token based authentication Amazon Glue RDS database EKS and similar compute services like Lambda

"
3693048705,13229222.0,SOFTWARE ENGINEER- JPOS,Software Engineering,United States,Full-time,FULL_TIME,Remote Allowed,Mid-Senior level,,,,,Not Specified,Not Specified,2,285.0,,0,"Position: SOFTWARE ENGINEER- JPOSLocation: 100% REMOTE IN EITHER MI, IL, IN, OH, KY, WI Duration: 12+ Months   Opening / Selling Statement: Are you an experienced Software Engineer with a strong background in developing and integrating Point of Sale (POS) systems? Do you have a passion for working with hardware peripherals and event-driven architectures? We are seeking a Senior Software Engineer to join our agile team and play a pivotal role in enhancing and expanding our POS platform. As a Senior Software Engineer, you will have the opportunity to work on cutting-edge technologies and collaborate with cross-functional teams to deliver innovative solutions.Required Skills:Point of sale, checkout lane and peripheralsJPOSKafkaGrocery ExperienceJob Duties:Leverage your 3-5+ years of JPOS development experience to design, develop, and maintain the core components of our Point of Sale platform.Utilize your expertise in integrating various peripheral hardware components (scanner/scales, printers, hand scanners, tri-light, cash drawer, cash & coin recyclers) into both Staffed Lanes and Self-Checkout systems.Apply your knowledge of event-driven architecture to design and implement robust, scalable, and efficient software solutions.Work with message-based platforms, preferably Kafka, to ensure seamless communication between different components of the POS system.Collaborate closely within a cross-functional team, including hardware engineers, product managers, and QA testers, to deliver high-quality software products.Participate in code reviews, architectural discussions, and troubleshooting sessions to maintain code quality and resolve technical challenges.Stay up-to-date with industry trends and best practices in POS development and related technologies.Job Requirements:Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience).5 to 10 years of overall relevant work experience, with a proven track record in software development and integration.Extensive experience (3-5+ years) in JPOS development, with a deep understanding of its architecture and components.Demonstrated expertise in integrating and configuring hardware peripherals for Point of Sale systems, including scanners, printers, cash drawers, and more.Proficiency in event-driven architecture and message-based platforms, ideally with experience in Kafka.Strong programming skills in languages such as Java, C++, or similar.Agile mindset and the ability to thrive in a collaborative team environment.Excellent problem-solving skills, with the ability to analyze complex issues and propose effective solutions.Strong communication skills and the ability to convey technical concepts to both technical and non-technical stakeholders."
3693048744,593020.0,Business Analyst,Business Analyst / BI,"Austin, TX",Contract,CONTRACT,Remote Allowed,Not Specified,,,,,Not Specified,Not Specified,2,172.0,,0,"Reviews, analyzes, and evaluates business systems and user needs. Formulates systems to parallel overall business strategies. Experienced with business process reengineering and identifying new applications of technology to business problems to make business more effective. Familiar with industry standard business process mapping, and reengineering. Prepares solution options, risk identification, and financial analyses such as cost/benefit, ROI, buy/build, etc. Writes detailed description of user needs, program functions, and steps required to develop or modify computer programs.  This position will work on the Grants Management application. This position will perform the duties of a Business Analyst including requirement gathering, analysis of requirements, development of requirements and design for required system modifications, completing business requirement documents, user stories, and business area collaboration and/or coordination. Will also work with technical teams to coordinate demos, UAT, code releases, and user communication as necessary. Must have experience working in an Agile environment. Some on-call support may be required depending on the project phase. II. CANDIDATE SKILLS AND QUALIFICATIONS Minimum Requirements:Candidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity.YearsRequired/PreferredExperience8RequiredBusiness Analyst Experience8RequiredSQL Experience8RequiredSystem Reporting (Oracle, SQL)8RequiredSystems Testing (Unit, Integration, UAT)8RequiredExcellent communication skills (verbal and in writing)4PreferredAgile Software Development Methodologies Experience2PreferredProject and/or Product Management experience1PreferredExperience with Jira III. TERMS OF SERVICE Services are expected to start 10/02/2023 and are expected to complete by 08/31/2024. Total estimated hours per Candidate shall not exceed 1850 hours. This service may be amended, renewed, and/or extended providing both parties agree to do so in writing. IV. WORK HOURS AND LOCATION Services shall be provided during normal business hours unless otherwise coordinated through the Texas Health and Human Services Commission. Normal business hours are Monday through Friday from 8:00 AM to 5:00 PM, excluding State holidays when the agency is closed.
The primary work location(s) will be at 701 W 51st St Austin, TX 78751. Any and all travel, per diem, parking, and/or living expenses shall be at the Candidate's and/or Vendor's expense. Texas Health and Human Services Commission will provide pre-approved, written authorization for travel for any services to be performed away from the primary work location(s). Pre-approved travel expenses are limited to the rates and comply with the rules prescribed by the State of Texas for travel by its classified employees, including any requirement for original receipts.
The Candidate(s) may be required to work outside the normal business hours on weekends, evenings and holidays, as requested. Payment for work over 40 hours will be at the hourly rate quoted and must be coordinated and pre-approved through Texas Health and Human Services Commission. V. OTHER SPECIAL REQUIREMENTS Remote work Mon - FriLocation: within the state of TexasInterviews will be conducted through Microsoft Teams"
3693048882,67155308.0,Advisor Business Analyst,Business Analyst / BI,"Gainesville, MS",Full-time,FULL_TIME,Remote Mentioned,Mid-Senior level,77100.0,110200.0,,93650.0,YEARLY,USD,2,44.0,10.0,0,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development.
Summary
As an Advisor Business Analyst at Gainwell, you can contribute your skills as we harness the power of technology to help our clients improve the health and well-being of the members they serve — a community’s most vulnerable. Connect your passion with purpose, teaming with people who thrive on finding innovative solutions to some of healthcare’s biggest challenges. Mississippi is looking for BA that is a Claims Subject Matter Expert to support the clients desired changes to the system. Here are the details on this position.
Your role in our mission
Take charge and focus on how we can meet critical needs to help clients deliver better health and human services outcomes.
 Coordinate workstreams and teams on IT projects to align solutions with client business priorities  Demonstrate your knowledge as Claims SME and liaison for clients and internally between technical and non-technical workers to transform requirements into real results  Delegate work across teams, and coach and monitor project team members to plan, design and improve complex business processes and modifications  Streamline workflows across clients and technical personnel to determine, document and oversee carrying out system requirements  Support quality control as you approve and validate test results to verify that all requirements have been met 
What we're looking for
 Nine or more years of experience working as a business analyst or ‘requirements translator’ between technical and non-technical personnel, with 5 or more years of claims Medicaid and Medicare experience preferred  Knowledge of Microsoft Excel advanced features such as macros and/or relational database software  Ability to clearly and concisely translate technical requirements to a non-technical audience  Skills working with business processes and re-engineering  Curiosity to solve complex problems and strong interpersonal skills to interact with and influence clients and team members  A caring team leader who motivates and coaches less experienced resources 
What you should expect in this role
 Fully remote opportunities from US locations  Opportunities to travel through your work (0-10%) 
The pay range for this position is $77,100.00 - $110,200.00 per year, however, the base pay offered may vary depending on geographic region, internal equity, job-related knowledge, skills, and experience among other factors. Put your passion to work at Gainwell. You’ll have the opportunity to grow your career in a company that values work flexibility, learning, and career development. All salaried, full-time candidates are eligible for our generous, flexible vacation policy, a 401(k) employer match, comprehensive health benefits , and educational assistance. We also have a variety of leadership and technical development academies to help build your skills and capabilities.
We believe nothing is impossible when you bring together people who care deeply about making healthcare work better for everyone. Build your career with Gainwell, an industry leader. You’ll be joining a company where collaboration, innovation, and inclusion fuel our growth. Learn more about Gainwell at our company website and visit our Careers site for all available job role openings.
Gainwell Technologies is committed to a diverse, equitable, and inclusive workplace. We are proud to be an Equal Opportunity Employer, where all qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical condition), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We celebrate diversity and are dedicated to creating an inclusive environment for all employees."
3693049194,2684081.0,Software Developer (Azure / .NET),Software Engineering,United States,Contract,CONTRACT,Remote Allowed,Mid-Senior level,,,,,Not Specified,Not Specified,4,634.0,254.0,0,"Optomi, in partnership with a multi-billion dollar retailer, is looking for a talented Azure Developer / .NET Core!
Must be able to work on W2 (US Citizen or Green Card Holder)!
What the right candidate will enjoy...A fully remote schedule!The ability to work with cutting-edge technologies!A long term contract (24+ months) or Contract to Hire (Up to personal digression)The ability to work for a company that takes care of their people and has a culture of respect!The ability to work for one of the largest privately owned company in the United States!
Responsibilities:Designs, develops, tests, and implements applications. Microsoft Azure (Function Apps, Cosmos Db, Durable Function Apps, Event Grid, Azure Data Factory, Logic Apps, Service Bus, Storage Accounts, etc.).Works within the SAFe Agile framework and utilizes CI/CD best practices.Interfaces with the Technical Product Owner and IT partners to develop acceptance criteria for features and user stories and ensures acceptance criteria are met.Performs unit tests, monitors results, and takes required corrective actions as needed.Optimizes and enhances applications and interfaces to meet SLA/functional requirements.Assists product owners in systems analysis and creation or updating of documentation for all business processes.Participates with other IT members, customers and other stakeholders in new product reviews, tests and pilots.Performs feasibility studies/proofs of concept to evaluate solutions.Participates in structured walk-throughs, secure coding, and technical reviews ensuring application coding and design follows secure coding and design principles.Assists in the production support and maintenance of applications.Actively participates in all team Agile ceremonies.

Must have Qualifications:.NET and Azure!!!Bachelor’s degree or equivalent combination of education, training, and experience.Experience on Agile teams in Agile development environment. SAFe certification or training is preferred.Minimum of 2 years of industry experience in systems development and programming.Minimum 2 years of experience in .NET, C#, SQL, RESTful APIs development and programming.Experience building PaaS applications in Microsoft Azure.We are looking specifically for folks that have experience designing/developing these systems and not simply supporting from a DevOps/Cloud Maintenance perspectiveWithin Microsoft Azure we are looking for experience with: Function Apps, Cosmos Db, Durable Function Apps, Event Grid, Azure Data Factory, Logic Apps, Service Bus, Storage Accounts, etc.Ability to work with ambiguous requirements and think critically about how to solve a business problemExperience using Git in a highly distributed team asynchronously.SAFe / agile certifications or relevant work experienceExperience with Postman, Swagger, and experience with a variety of design patterns.Experience developing unit test cases requiredKnowledge and understanding of structured analysis and technical design techniques.Strong technical communication and collaboration skills.Knowledge of agile practices in a cross-functional environment preferred.Ability to effectively adapt to rapidly changing technology and apply it to business needs.Ability to establish and maintain a high level of customer trust and confidence.Ability to provide high level of quality and productivity."
3693049290,34654317.0,Business Analyst,Business Analyst / BI,United States,Contract,CONTRACT,Remote Allowed,Mid-Senior level,,,,,Not Specified,Not Specified,4,340.0,,0,"Job Title: Business AnalystLocation: RemoteJob Type: Contract
Job Description:
POSITION SUMMARY:
Skills Required: Plan view with SQL Mandatory
As a Senior Business Analyst, PSA within the IT team, you will play a critical role in configuring, integrating, and administering the Planview Adaptivework platform, a cloud-based work management tool used by organizations to optimize their project, resource, financial and portfolio management processes. You will collaborate with cross-functional teams, including IT, to ensure the successful setup, customization, and ongoing maintenance of the platform, and drive process improvements through automation and integrations. Your technical expertise and attention to detail will be key in enabling efficient work management practices and data-driven decision-making.
The Senior Business Analyst, PSA will collaborate cross-functionally with Professional Services, Sales, Finance, IT/IS and Customer Success to achieve organization goals.
RESPONSIBILITIES:
• System Configuration: Customize and configure the Planview Adaptivework platform to align with the organization's IT requirements, including user account setup, permissions management, custom field creation, and other system settings.• Integration and Automation: Collaborate with IT and other stakeholders to implement integrations between Planview Adaptivework and other IT systems, such as ERP (SAP), CRM (Salesforce), and project management tools, using APIs, scripting, or other tools to streamline workflows and data exchange.• System Administration: Perform day-to-day administration tasks, such as user support, data validation, cleanup, and maintenance activities, to ensure data integrity and system performance within IT guidelines.• Process Improvement: Continuously evaluate work management processes and workflows within Planview Adaptivework to identify opportunities for automation, optimization, and standardization, and implement improvements to increase efficiency and productivity in alignment with IT policies.• Reporting and Analytics: Create and maintain reports, dashboards, and analytics within Planview Adaptivework to provide insights on project and resource performance, financials, and other key performance indicators, and support data-driven decision-making for IT stakeholders.• Training and Documentation: Develop and deliver training programs and documentation to educate IT users on Planview Adaptivework functionality, features, and best practices related to configuration, integration, and system administration.• System Upgrades and Maintenance: Coordinate and execute system upgrades, patches, and maintenance activities in collaboration with IT and Planview support to ensure the smooth functioning of the Planview Adaptivework platform and comply with IT policies.• Other duties assigned by leadership

Required Knowledge and Skills
• Strong technical skills in system configuration, integrations, and automation using APIs, scripting, or other tools.• Excellent analytical, problem-solving, and troubleshooting skills with a keen attention to detail.• Proficient in data management, reporting, and analytics within Planview Adaptivework or similar tools within an IT context.• Ability to work closely with IT and cross-functional teams to implement integrations and automate workflows while adhering to IT policies.• Strong organizational and time management skills with the ability to handle multiple tasks and priorities in a fast-paced IT environment.• Experience with system upgrades, patches, and maintenance activities within an IT framework.• Relevant certifications such as Planview Enterprise One Administrator or other related certifications are a plus.• Knowledge of business intelligence tools Tableau, PowerBI, and/or Qlik Sense• Demonstrate the ability to adjust to changes in customer demands or operational goals• Results oriented and can demonstrate a 'can-do' attitude, adaptability, flexibility, and resourcefulness• Strong teamwork with peers with a consultative solution approach.• Effective team player and/or mentor/coach• Excellent customer services orientation and experience in business-related interactions
Basic Qualifications:• Bachelor's degree in information technology or a related field.• Minimum of 5 years of experience in system administration, configuration, and integration of Planview Adaptivework or similar work management tools within an IT environment.





RegardsSumitSr.IT RecruiterSumit_US@falconsmartit.com"
3693049413,18476.0,Junior Software Engineer,Software Engineering,United States,Full-time,FULL_TIME,Remote Allowed,Entry level,,,,,Not Specified,Not Specified,3,3657.0,1615.0,0,"Software Engineer Contract-to-hire
Brooksource is seeking a high-energy entry-level Software Engineer to join our Fortune 100 client’s Identity and Access Management team. As the software engineer you will get to work on a line of great engineers and support an industry leading software platform in the Identity and Access Management space, Sailpoint. In this role you will learn how to program on the Sailpoint platform and develop a highly in-demand skillset with a cutting-edge tool. As the software engineer you will work on new feature enhancement and general maintenance and support of the code base. If starting your career in the software engineering/cyber-security space sounds like something you’d be interested in doing, please keep reading!
Minimum Qualifications:· Information Technology, Computer Science or related college degree required· Experience with Java Programming· Experience with API’s is a plus· Experience working in Cloud environments is a plus· Desire and motivation to work on cutting edge technology platform Sailpoint· Must have excellent troubleshooting, communication, and organizational skills.· Willing to take initiative without an abundance of direct supervision
Responsibilities:Communicate with team that status updates and reportsReach out to customers to complete tickets/requestsGather requirements for projectsPromote, update and test code on SailPoint platformWork in a collaborative team setting effectivelyOutline testing processes for new codeUpdate and write documentation for bug fixes and new functionality
What’s in it for you:· Get trained on an industry leader IAM SAS platform· Set yourself up for career in a growing and in-demand tech· Job security; earnings potential· Highly visible work for Fortune 100 company· Opportunity for long term employment and career growth· Awesome workspace right in the arena district (remote/hybrid work schedule)· Work with developers of all skill levels and learn from great team of Sailpoint engineers
ABOUT EIGHT ELEVEN:At Eight Eleven, our business is people. Relationships are at the center of what we do. A successful partnership is only as strong as the relationship built. We’re your trusted partner for IT hiring, recruiting and staffing needs. For over 20 years, Eight Eleven has established and maintained relationships that are designed to meet your IT staffing needs. Whether it’s contract, contract-to-hire, or permanent placement work, we customize our search based upon your company's unique initiatives, culture and technologies. With our national team of recruiters placed at 30 major hubs around the nation, Eight Eleven finds the people best suited for your business. When you work with us, we work with you. That’s the Eight Eleven promise.Eight Eleven Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws."
3693049706,2502526.0,Data Analyst,Data Analyst,"Suffern, NY",Full-time,FULL_TIME,Hybrid Mentioned,Entry level,,,,,Not Specified,Not Specified,5,724.0,500.0,0,"LS Direct is looking for a passionate Data Analyst to join our growing data department. The successful candidate will turn data into information, information into insight, and insight into business decisions. As a Data Analyst, you join our data team in supporting the day-to-day execution and analytics of direct marketing campaigns and metrics. You will ensure timely and accurate support of our company’s strategic goals while supporting our external customer base.   • Company location: Suffern, NY.• Expected hours of work: Generally, work is performed Monday through Friday, though holidays and weekends may be required. This is a hybrid full-time position after successful training; 3 days in office, and 2 days at home.  About LS DirectLS Direct is a data-driven marketing program. LS provides powerful analysis essential in today’s market. Our rich data allows us to understand the ins and outs of our client’s customer base so we can best engage and win with them, while at the same time reaching new ones. While our advanced technology and analytics stack up against some of the biggest tech conglomerates out there, we are a boutique business that believes long-term relationships are key to success. We have the brightest team of data scientists and analysts and provide hands-on, data-driven support to our clients. Core Responsibilities· Translate and distill insights from primary and secondary data sources for clients to help them understand their business needs and strategies for growth.· Manage multiple projects across clients and industries.· Develop visualizations that highlight trends and adhere to best practices.· Contribute to the overall documentation of processes and protocols amongst the data team.· Re-examine and fine-tune preexisting workflows to optimize for time and quality.· Work with large data files from external partners and LS Direct’s internal data architecture.· Continue to refine modeling of customer scoring and predictive analytics.· Collaborate with other teams and departments across multiple projects and functions.· Create customer lists from distinct business needs/rules of external partners and LS Direct’s proprietary algorithm. We’re Looking for Someone With· Experience with any combination of the following: Excel, SQL, Python, R, and/or Alteryx.· Bachelor's degree or 2+ years relevant work experience.· Ability to understand and interpret transactional and secondary data sources.· Ability to multi-task in a fast-paced, deadline-driven environment with a focus on communication and project management.· Exceptional organizational skills and detail-oriented team member.· A growth mindset, committed to continuous improvement and taking on challenges.· Experience in marketing or data analysis."
3693049941,10853673.0,SQL Developer,Developer,"Tampa, FL",Contract,CONTRACT,Not Specified / On-site,Not Specified,,,,,Not Specified,Not Specified,5,72.0,27.0,0,"· Min 5 Years of experience Must have skills: Postgres SQL, Postgis, SQL, PL/SQL, Performance tuning, Shell scripting or python scripting· Good to have: Any Reporting tools· Proficient in database modelling, Data extraction and storage logic building, Convert the business requirement into technical solutions· Proficient in writing Stored Procedures, Functions, Packages and Triggers using PL/SQL· Proficient in Postgres SQL· Work with GIS analysts to implement geospatial processes, queries and reports.· PostGIS proficiency and grasp of core geospatial concepts.· Ability to efficiently write database code without compromising data quality, privacy or security.· Resolve database performance and scalability issues· Implement DB performance tuning and optimization· Design and implement scalable database schemas and configuration· Expertise in using Bulking techniques, Analytical Functions, Hierarchical Queries, Partition utilization to increase performance· Automating data loading, extraction, reports generation using UNIX Shell scripting or Python scripting· Efficient in Optimizing, Debugging and testing SQL queries, views and stored procedures written in Oracle and SQL Server· Excellent communication skills."
3693050094,20508964.0,Murex Business Analyst,Business Analyst / BI,"Piscataway, NJ",Contract,CONTRACT,Not Specified / On-site,Not Specified,,,,,Not Specified,Not Specified,0,72.0,11.0,0,"Role: Murex BALocation: Piscataway NJClient is Transamerica Good understanding of Murex platform,hands on experience on Murex Accounting and Reporting modules (Must).3-5 years’ experience as Businesses Analyst,good understanding of IRD and Equity products,ability to work within strict timelines and priorities based on business requirements.
"
3693050150,7962583.0,Java developer,Developer,United States,Full-time,FULL_TIME,Remote Allowed,Mid-Senior level,,,,,Not Specified,Not Specified,3,316.0,,0,"Any visa is fine. We can sponsor H1B an GCRole: Java DeveloperClient: CTS, remoteQualifications:4-5 years of development experience with Java programming languageStrong exp with Springboot, MicroservicesStrong analytical and communication skillsExperience working with JSON, XML and XSD SchemaExperience with Use case / Functional Design Review, Technical Design Review, and Test Cases reviewFamiliarity with Web Services, DB2, SQL Server, Linux Shell scripts & xQuery."
